true_predicted	tp	fn	fp	tn	repetition	fold
0	19	4	2	218	0	0
0	20	3	2	218	0	1
0	22	1	0	219	0	2
0	22	1	0	219	0	3
0	21	1	1	218	0	4
0	22	1	1	219	1	0
0	18	5	0	220	1	1
0	20	3	1	218	1	2
0	21	2	2	217	1	3
0	21	1	1	218	1	4
0	22	1	0	220	2	0
0	19	4	1	219	2	1
0	19	4	0	219	2	2
0	23	0	3	216	2	3
0	19	3	1	218	2	4
0	20	3	0	220	3	0
0	22	1	1	219	3	1
0	20	3	0	219	3	2
0	22	1	1	218	3	3
0	19	3	2	217	3	4
0	21	2	1	219	4	0
0	22	1	2	218	4	1
0	20	3	0	219	4	2
0	21	2	1	218	4	3
0	21	1	1	218	4	4
