true_predicted	tp	fn	fp	tn	repetition	fold
0	22	0	0	204	0	0
0	21	1	0	203	0	1
0	22	0	0	203	0	2
0	21	1	0	203	0	3
0	21	1	0	203	0	4
0	22	0	0	204	1	0
0	21	1	0	203	1	1
0	19	3	0	203	1	2
0	22	0	0	203	1	3
0	22	0	0	203	1	4
0	22	0	0	204	2	0
0	21	1	0	203	2	1
0	20	2	0	203	2	2
0	20	2	0	203	2	3
0	22	0	0	203	2	4
0	22	0	0	204	3	0
0	18	4	1	202	3	1
0	21	1	0	203	3	2
0	18	4	0	203	3	3
0	22	0	0	203	3	4
0	21	1	0	204	4	0
0	22	0	1	202	4	1
0	20	2	0	203	4	2
0	21	1	0	203	4	3
0	22	0	0	203	4	4
